model,nodes,ep,microbatch,topology,link_gbps,makespan_ps,makespan_ms
dbrx,128,16,8,fattree,400,805353487118,805.353
dbrx,128,16,8,os_fattree,400,805353487118,805.353
dbrx,128,16,8,flat,400,667898464292,667.898
dbrx,128,16,8,mixnet,400,0,0.000
dbrx,128,16,8,fattree,800,694046611706,694.047
dbrx,128,16,8,os_fattree,800,694046611706,694.047
dbrx,128,16,8,flat,800,635194707187,635.195
dbrx,128,16,8,mixnet,800,0,0.000
dbrx,128,16,8,glass_fb,4096,622755782212,622.756
