paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb_800,ep128_gt.txt,128,1024,8,34133,0,COMPLETE,194.609,0,0,4757504,3671040,0.0406,0.0008,0.6143,6.8237,./logs/rung_12940020_35328_1788834178761040065,clean,13066,sweep,post-fix rung (glassdrop); dim_a2a=1; portmap=ep128_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,fcdc6e7
