paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb_800,ep64_gt.txt,64,512,8,8533,0,COMPLETE,39.879,0,0,1199104,918016,0.0228,0.0003,0.3476,2.5744,./logs/rung_12940019_3692923_1788834255904195479,clean,2759,sweep,post-fix rung (glassdrop); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,fcdc6e7
