paper_ref,system,variant,ep,nodes,domain,switches,link_gbps,msg_bytes,q_nvs,q_over_bdp,makespan_ms,T_us,egress_GBps,efficiency,rtos,drops,flows_total,flows_payload,wall_s,status,note,link_rate_fixed,binary_sha
calib,calib_nvswitch,a,8,8,8,18,25,524288,136,8.16,0.067225,67.225,54.59,0.1213,0,864,56,56,0,sweep,synthetic 8-GPU a2a; M per ordered pair; combine omitted; 450 GB/s per GPU per dir in both variants,yes,1b1cc47
