paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,ep32_gt.txt,32,256,8,1064,0,COMPLETE,224.940,35537,3199112,304640,229632,0.4825,0.0008,9.5857,23.8415,734,sweep,post-fix rung (glass); dim_a2a=1; portmap=none1; hier=0,yes,1b1cc47
