paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,ep128_gt.txt,128,1024,8,8533,0,COMPLETE,754.319,42830,4757504,3671040,0.1939,0.0008,2.8725,338.6120,14988,sweep,post-fix rung; one job per rung,yes,9ac4f76
