paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,ep32_gt.txt,32,256,8,533,0,COMPLETE,99.445,2751,1687924,304640,229632,0.0719,0.0008,0.8388,14.7538,915,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47
