paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha
,,,,,,,,,,,,,,,,,,submitted,job=12905291 host=atl1-1-01-003-11-2 start=2026-09-07T10:26:38,,
