paper_ref,system,ep,nodes,domain,switches,link_gbps,nic_bw,q_nvs,q_nic,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,hgx8_pkt,16,128,8,4,112.5,50,612,270,234.925,0,303,78592,57472,0.4440,0.0042,8.2233,20.7692,./logs/rung_12964475_526301_1788876755580455133,clean,491,sweep,post-fix rung; one job per rung,yes,68851bb
