paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb_mesh8x8,p64_ep64.txt,64,512,8,2133,0,COMPLETE,76.583,32691,5535962,1199104,918016,0.0735,0.0003,1.2710,21.2495,./logs/rung_12960380_3265019_1788869046365505527,clean,3659,sweep,post-fix rung (glass); dim_a2a=1; portmap=p64_ep64.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; panel=64; pcols=8; opt_bw=128; maxdist=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,95c35a7
