paper_ref,system,ep,nodes,domain,switches,link_gbps,nic_bw,q_nvs,q_nic,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha
,,,,,,,,,,,,,,,,,,,,submitted,job=12906004 host=atl1-1-01-003-3-2 start=2026-09-07T11:26:12,,
