paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb_800,ep16_0_8_4.txt,16,128,8,2133,0,COMPLETE,87.700,0,0,78592,57472,0.0294,0.0008,0.4403,2.0737,./logs/rung_12937723_1325432_1788831317969370820,clean,260,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep16_0_8_4.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,8ca3c1c
