paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha,
cliff,glassfb_800,ep64_gt.txt,64,512,8,4267,0,COMPLETE,39.386,80,94274,1199104,918016,0.0229,0.0003,0.3482,2.5904,./logs/rung_12922353_3104295_1788813356834147509,clean,2473,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,['2128410']
