paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,ep16_0_8_4.txt,16,128,4,532,0,COMPLETE,85.625,0,1987,78592,57472,0.0216,0.0008,0.2315,1.5588,,sweep,glass drop cell RECOVERED from its run log; the job died writing its CSV (glassdrop took the pkt row branch). Makespan verified against rung g16m4_q532.,yes,9ac4f76
