paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,copper_fb,ep64_gt.txt,64,512,8,1066,0,COMPLETE,121.513,23737,7353583,1199104,918016,0.1175,0.0003,2.2758,28.9242,./logs/rung_12978336_722921_1788895841181647377,clean,1991,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; ep_place=1; tp=1; ep=1; panel=16; pcols=4; opt_bw=100; maxdist=0; 200G/lane: static laser+tune NOT re-budgeted -- same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic),yes,483fd95
