paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha,
cliff,glassfb_800,ep64_gt.txt,64,512,8,2133,0,COMPLETE,45.037,3095,4324577,1199104,918016,0.0271,0.0003,0.4446,3.9167,./logs/rung_12922351_411385_1788813356724462961,clean,2661,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep64_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,['2128410']
