paper_ref,system,ep,nodes,domain,switches,link_gbps,nic_bw,q_nvs,q_nic,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha
cliff,nvl64_pkt_s1,16,128,64,1,900,100,1200,540,211.051,3264,307886,78592,57472,0.3062,0.0010,7.6071,51.3595,106,sweep,post-fix rung; one job per rung,yes,1b1cc47
