paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha,
cliff,glassfb_800,ep128_gt.txt,128,1024,8,1066,0,COMPLETE,270.345,253872,54925582,4757504,3671040,0.2167,0.0008,4.5315,40.7148,./logs/rung_12922357_2399670_1788813347617881736,clean,16206,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep128_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,['2128410']
