paper_ref,system,variant,ep,nodes,domain,switches,link_gbps,msg_bytes,q_nvs,q_over_bdp,makespan_ms,T_us,egress_GBps,efficiency,rtos,drops,flows_total,flows_payload,wall_s,status,note,link_rate_fixed,binary_sha
calib,calib_nvswitch,b,8,8,8,1,450,131072,600,2.00,1.003870,1003.870,0.91,0.0020,8,352,56,56,0,sweep,synthetic 8-GPU a2a; M per ordered pair; combine omitted; 450 GB/s per GPU per dir in both variants,yes,1b1cc47
