paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha,
cliff,glassfb_800,ep128_gt.txt,128,1024,8,4267,0,COMPLETE,318.710,44303,26085910,4757504,3671040,0.0870,0.0008,1.4752,48.0651,./logs/rung_12922359_2158528_1788813347488521913,clean,14599,sweep,"post-fix rung (glass); dim_a2a=1; portmap=ep128_gt.txt; hier=0; port_bw=800; 200G/lane: static laser+tune NOT re-budgeted, same 5.3 W/panel as 100G/lane and likely low for the higher-rate lanes; link pJ/bit unchanged (dynamic)",yes,2128410,['2128410']
