paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,ep32_gt.txt,32,256,8,1066,0,COMPLETE,81.360,360,729483,304640,229632,0.0515,0.0008,0.5909,5.9830,./logs/rung_12925139_3285655_1788816608983350180,clean,931,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=400; ep_place=0,yes,75b13ac
