paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,533,1,COMPLETE,235.751,4486,769417,115200,66816,0.1270,0.0112,1.5071,21.0088,./logs/rung_12933803_125918_1788826098472954389,clean,436,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=0,yes,d1c3da2
