paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,1066,1,COMPLETE,309.841,0,13656,115200,66816,0.1968,0.0209,1.8387,4.7747,./logs/rung_12937289_4582_1788830695935808888,clean,838,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=1; tp=4; ep=8,yes,41de4ad
