paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,fct_logdir,fct_status,wall_s,status,note,link_rate_fixed,binary_sha
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,2133,1,COMPLETE,240.332,1579,508172,115200,66816,0.1184,0.0112,1.3005,18.7713,./logs/rung_12937311_1325225_1788830731885716859,clean,426,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=0; tp=4; ep=8,yes,41de4ad
