 0.0000000E+00, 0.0000000E+00,   61.4984
 0.1212000E+00, 0.0000000E+00,   76.3702
 0.2525000E-02, 0.0000000E+00,   61.6660
 0.5050000E-02, 0.0000000E+00,   62.0276
 0.7575000E-02, 0.0000000E+00,   62.4517
 0.1010000E-01, 0.0000000E+00,   62.8908
 0.1262500E-01, 0.0000000E+00,   63.3232
 0.1515000E-01, 0.0000000E+00,   63.7366
 0.1767500E-01, 0.0000000E+00,   64.1255
 0.2020000E-01, 0.0000000E+00,   64.4795
 0.2272500E-01, 0.0000000E+00,   64.7458
 0.2525000E-01, 0.0000000E+00,   64.6691
 0.2777500E-01, 0.0000000E+00,   63.5224
 0.3030000E-01, 0.0000000E+00,   63.9387
 0.3282500E-01, 0.0000000E+00,   65.9181
 0.3535000E-01, 0.0000000E+00,   66.8273
 0.3787500E-01, 0.0000000E+00,   67.3936
 0.4040000E-01, 0.0000000E+00,   67.8720
 0.4292500E-01, 0.0000000E+00,   68.3149
 0.4545000E-01, 0.0000000E+00,   68.7312
 0.4797500E-01, 0.0000000E+00,   69.1209
 0.5050000E-01, 0.0000000E+00,   69.4751
 0.5302500E-01, 0.0000000E+00,   69.7415
 0.5555000E-01, 0.0000000E+00,   69.6648
 0.5807500E-01, 0.0000000E+00,   68.5180
 0.6060000E-01, 0.0000000E+00,   68.9343
 0.6312500E-01, 0.0000000E+00,   70.9138
 0.6565000E-01, 0.0000000E+00,   71.8230
 0.6817500E-01, 0.0000000E+00,   72.3893
 0.7070000E-01, 0.0000000E+00,   72.8677
 0.7322500E-01, 0.0000000E+00,   73.3106
 0.7575000E-01, 0.0000000E+00,   73.7269
 0.7827500E-01, 0.0000000E+00,   74.1166
 0.8080000E-01, 0.0000000E+00,   74.4708
 0.8332500E-01, 0.0000000E+00,   74.7372
 0.8585000E-01, 0.0000000E+00,   74.6605
 0.8837500E-01, 0.0000000E+00,   73.5137
 0.9090000E-01, 0.0000000E+00,   73.9300
 0.9342500E-01, 0.0000000E+00,   75.9094
 0.9595000E-01, 0.0000000E+00,   76.8187
 0.9847500E-01, 0.0000000E+00,   77.3850
 0.1010000E+00, 0.0000000E+00,   77.8633
 0.1035250E+00, 0.0000000E+00,   78.3060
 0.1060500E+00, 0.0000000E+00,   78.7216
 0.1085750E+00, 0.0000000E+00,   79.1084
 0.1111000E+00, 0.0000000E+00,   79.4520
 0.1136250E+00, 0.0000000E+00,   79.6790
 0.1161500E+00, 0.0000000E+00,   79.4602
 0.1186750E+00, 0.0000000E+00,   77.7658
 0.1212000E+00, 0.1212000E+00,   75.4462
 0.1212000E+00, 0.2525000E-02,   76.3719
 0.1212000E+00, 0.5050000E-02,   76.3763
 0.1212000E+00, 0.7575000E-02,   76.3827
 0.1212000E+00, 0.1010000E-01,   76.3890
 0.1212000E+00, 0.1262500E-01,   76.3925
 0.1212000E+00, 0.1515000E-01,   76.3909
 0.1212000E+00, 0.1767500E-01,   76.3811
 0.1212000E+00, 0.2020000E-01,   76.3548
 0.1212000E+00, 0.2272500E-01,   76.2839
 0.1212000E+00, 0.2525000E-01,   76.0881
 0.1212000E+00, 0.2777500E-01,   75.9082
 0.1212000E+00, 0.3030000E-01,   75.9082
 0.1212000E+00, 0.3282500E-01,   76.0881
 0.1212000E+00, 0.3535000E-01,   76.2839
 0.1212000E+00, 0.3787500E-01,   76.3547
 0.1212000E+00, 0.4040000E-01,   76.3809
 0.1212000E+00, 0.4292500E-01,   76.3903
 0.1212000E+00, 0.4545000E-01,   76.3903
 0.1212000E+00, 0.4797500E-01,   76.3809
 0.1212000E+00, 0.5050000E-01,   76.3547
 0.1212000E+00, 0.5302500E-01,   76.2839
 0.1212000E+00, 0.5555000E-01,   76.0881
 0.1212000E+00, 0.5807500E-01,   75.9082
 0.1212000E+00, 0.6060000E-01,   75.9082
 0.1212000E+00, 0.6312500E-01,   76.0881
 0.1212000E+00, 0.6565000E-01,   76.2839
 0.1212000E+00, 0.6817500E-01,   76.3547
 0.1212000E+00, 0.7070000E-01,   76.3809
 0.1212000E+00, 0.7322500E-01,   76.3903
 0.1212000E+00, 0.7575000E-01,   76.3903
 0.1212000E+00, 0.7827500E-01,   76.3809
 0.1212000E+00, 0.8080000E-01,   76.3547
 0.1212000E+00, 0.8332500E-01,   76.2839
 0.1212000E+00, 0.8585000E-01,   76.0881
 0.1212000E+00, 0.8837500E-01,   75.9082
 0.1212000E+00, 0.9090000E-01,   75.9082
 0.1212000E+00, 0.9342500E-01,   76.0881
 0.1212000E+00, 0.9595000E-01,   76.2839
 0.1212000E+00, 0.9847500E-01,   76.3547
 0.1212000E+00, 0.1010000E+00,   76.3808
 0.1212000E+00, 0.1035250E+00,   76.3901
 0.1212000E+00, 0.1060500E+00,   76.3896
 0.1212000E+00, 0.1085750E+00,   76.3786
 0.1212000E+00, 0.1111000E+00,   76.3466
 0.1212000E+00, 0.1136250E+00,   76.2560
 0.1212000E+00, 0.1161500E+00,   75.9957
 0.1212000E+00, 0.1186750E+00,   75.6245
 0.0000000E+00, 0.1212000E+00,   57.0963
 0.1186750E+00, 0.1212000E+00,   75.4631
 0.1161500E+00, 0.1212000E+00,   75.4910
 0.1136250E+00, 0.1212000E+00,   75.3542
 0.1111000E+00, 0.1212000E+00,   75.0339
 0.1085750E+00, 0.1212000E+00,   74.6509
 0.1060500E+00, 0.1212000E+00,   74.2460
 0.1035250E+00, 0.1212000E+00,   73.8303
 0.1010000E+00, 0.1212000E+00,   73.4048
 0.9847500E-01, 0.1212000E+00,   72.9623
