paper_ref,cabling,ep,nodes,q,q_over_bdp,q_pct_vs_2133,relayed_pairs,completed,makespan_ms,pct_vs_2133,rtos,wall_s,status,note,quotable,quotable_why
,,,,,,,,,,,,,submitted,job=12896745 host=atl1-1-01-004-26-1 start=2026-09-06T22:55:17,no,no completed iteration
