paper_ref,model,cabling,workload_type,model_name,topk,ep,mb,nodes,panels,system,inter_mode,inter_bw_pair,G,sublink_gbs,ports_lit,per_gpu_xpanel_gbs,opt_bw,elec_bw,q,q_over_bdp,rto_min_us,mtu,makespan_ms,rtos,flows_a2a_only,flows_total,flows_one_mss,flows_payload,p50_fct_ms,mean_fct_ms_all,p50_fct_ms_all,p99_fct_ms_all,max_fct_ms_all,status_fct,mean_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note
cliff,pkt_glass,dragonfly16,training,llamaMoE,2,32,8,256,2,glassfb,dragonfly,6400,1,6400.0,1,25.0,384,1800,1064,0.1,100,1500,107.349,13360,131072,304640,75008,229632,0.0008,0.0838,0.0008,1.6851,23.5255,payload_gt_1mss,0.1106,2.1071,23.5255,594,invalid,"GW_PARALLEL clamped 16->1 by panel degree (log: too large for panel_degree=15); ran as ONE gateway on a 6400 GB/s link, ports_lit=1, per-GPU 25 GB/s -- not the 16-port all-pairs cabling this row claims. panels recorded as 2; topology built 16. Rerun required"
