paper_ref,arm,grid,topo,ep,nodes,opt_bw_GBps,port_bw_GBps,maxdist,cabling,q,pairs,flows,bytes_total,bytes_x_hops_elec,bytes_x_hops_opt,bytes_x_hops_inter,hops_elec,hops_opt,hops_inter,source,note
dse,fb,8x8,fb,16,128,128,800,0,p64_ep16.txt,2133,2152,78208,329873919232,199950930600,275245652920,17179869184,1492,1644,32,glassfb_hopdump,"hop classification from glassfb_hopdump over the SAME topology the runner builds (GLASS_MAXDIST honoured); flow set reused from the EP-matched glass flow log, which is workload-determined and topology-independent (78592 flows at EP=16 matches the hgx8_pkt FCT record count); no traffic was re-simulated; 384 zero-byte dependency flow(s) are unrouted and contribute nothing"
dse,fb,8x8,fb,32,256,128,800,0,p64_ep32.txt,8533,8392,303872,691021879808,437222903208,899133558552,103079215104,4980,9276,192,glassfb_hopdump,"hop classification from glassfb_hopdump over the SAME topology the runner builds (GLASS_MAXDIST honoured); flow set reused from the EP-matched glass flow log, which is workload-determined and topology-independent (78592 flows at EP=16 matches the hgx8_pkt FCT record count); no traffic was re-simulated; 768 zero-byte dependency flow(s) are unrouted and contribute nothing"
dse,fb,8x8,fb,64,512,128,800,0,p64_ep64.txt,8533,33160,1197568,1252166415360,579035268360,1884279432488,150651946160,14930,45574,904,glassfb_hopdump,"hop classification from glassfb_hopdump over the SAME topology the runner builds (GLASS_MAXDIST honoured); flow set reused from the EP-matched glass flow log, which is workload-determined and topology-independent (78592 flows at EP=16 matches the hgx8_pkt FCT record count); no traffic was re-simulated; 1536 zero-byte dependency flow(s) are unrouted and contribute nothing"
dse,mesh,8x8,mesh,16,128,128,800,1,p64_ep16.txt,4267,2152,78208,329873919232,1288407165264,0,17179869184,7432,0,32,glassfb_hopdump,"hop classification from glassfb_hopdump over the SAME topology the runner builds (GLASS_MAXDIST honoured); flow set reused from the EP-matched glass flow log, which is workload-determined and topology-independent (78592 flows at EP=16 matches the hgx8_pkt FCT record count); no traffic was re-simulated; 384 zero-byte dependency flow(s) are unrouted and contribute nothing"
dse,mesh,8x8,mesh,32,256,128,800,1,p64_ep32.txt,8533,8392,303872,691021879808,3792639372112,0,103079215104,35448,0,192,glassfb_hopdump,"hop classification from glassfb_hopdump over the SAME topology the runner builds (GLASS_MAXDIST honoured); flow set reused from the EP-matched glass flow log, which is workload-determined and topology-independent (78592 flows at EP=16 matches the hgx8_pkt FCT record count); no traffic was re-simulated; 768 zero-byte dependency flow(s) are unrouted and contribute nothing"
dse,mesh,8x8,mesh,64,512,128,800,1,p64_ep64.txt,8533,33160,1197568,1252166415360,7683157280160,0,150651946160,183568,0,904,glassfb_hopdump,"hop classification from glassfb_hopdump over the SAME topology the runner builds (GLASS_MAXDIST honoured); flow set reused from the EP-matched glass flow log, which is workload-determined and topology-independent (78592 flows at EP=16 matches the hgx8_pkt FCT record count); no traffic was re-simulated; 1536 zero-byte dependency flow(s) are unrouted and contribute nothing"
