paper_ref,msg_bytes,comm_size_bytes,n_flows,T_us,egress_GBps,efficiency,simai_commit,topology_file,nvlink_gbps,conf,note
calib_simai,8192,65536,56,0.334,171.69,0.3815,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
calib_simai,32768,262144,56,0.724,316.82,0.7040,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
calib_simai,131072,1048576,56,2.257,406.51,0.9034,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
calib_simai,524288,4194304,56,8.375,438.21,0.9738,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
calib_simai,2097152,16777216,56,32.840,447.02,0.9934,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
calib_simai,8388608,67108864,56,130.707,449.25,0.9983,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
calib_simai,33554432,268435456,56,522.175,449.81,0.9996,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
calib_simai,67108864,536870912,56,1044.130,449.91,0.9998,cef83f9,Spectrum-X_8g_8gps_400Gbps_H100,3600,SimAI_pace.conf,"SimAI ns-3 backend; time = max(start+fct) - min(start) over the 56 flows in the FCT file; comm_size = 8 x M as SimAI sends 7 of 8 chunks per GPU; single aggregate 450 GB/s NVLink link per GPU (the generator's only knob is -nvbw), so this is an aggregate-bandwidth NVSwitch model and corresponds to our STRIPED control, not the pinned one; conf differs from the shipped one only in MON_END and the four monitor paths"
