paper_ref,family,system,variant,walk,model_name,topk,ep,mb,nodes,q,q_over_bdp,rto_min_us,mtu,makespan_ms,rtos,quotable,quotable_why,fct_logdir,source,note,link_rate_fixed,quoted_by
cliff,glass,glassfb,,,qwenMoE,,64,8,512,4267,16.0,,,59.485,13812,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,cliff_ep64_gt_ext.csv,EP=64 vanishing-timeout walk continued; 2x/4x/8x all had 6e4-1e5 timeouts,,
cliff,glass,glassfb,,,qwenMoE,4,64,8,512,2133,8.00,100,1500,60.998,64804,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),clean,cliff_ep64_gt.csv,map from GLASS_LOG_FLOWS 96/96 pairs direct,,
cliff,glass,glassfb,,,qwen2_57b,8,64,8,512,1064,8.0,100,1500,155.509,101205,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),clean,cliff_portmap.csv,port-map cabling; placement+dim-route ON,,
cliff,glass,glassfb,,,arctic,2,128,8,1024,1064,8.0,100,1500,450.092,747334,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),clean,cliff_portmap.csv,port-map cabling; placement+dim-route ON,,
cliff,glass,glassfb,,g128,arctic,,128,8,1024,17067,64.00,,,1175.319,6883,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,island,hgx8,,,llamaMoE,2,16,8,128,270,4.05,100,1500,145.497,0,yes,relay-clean and zero timeouts,shared_logdir,cliff.csv,island model: analytic scale-up + port-capped non-blocking scale-out (MixNet S7.1 substrate),,
cliff,island,hgx8,,,llamaMoE,2,16,8,128,135,2,100,1500,145.497,0,yes,relay-clean and zero timeouts,shared_logdir,cliff_buffer_sensitivity.csv,HGX-8 scale-out buffer sensitivity; BDP at 50 GB/s and 2 us = 67 pkts,,
cliff,island,hgx8,,,llamaMoE,2,16,8,128,270,4,100,1500,145.497,0,yes,relay-clean and zero timeouts,shared_logdir,cliff_buffer_sensitivity.csv,HGX-8 scale-out buffer sensitivity; BDP at 50 GB/s and 2 us = 67 pkts,,
cliff,island,hgx8,,,llamaMoE,2,16,8,128,540,8,100,1500,145.497,0,yes,relay-clean and zero timeouts,shared_logdir,cliff_buffer_sensitivity.csv,HGX-8 scale-out buffer sensitivity; BDP at 50 GB/s and 2 us = 67 pkts,,
cliff,island,hgx8,,,llamaMoE,2,32,8,256,270,4.05,100,1500,164.522,105,no,"timeouts present: 105, loss not measured",shared_logdir,cliff.csv,island model: analytic scale-up + port-capped non-blocking scale-out (MixNet S7.1 substrate),,
cliff,island,hgx8,,,qwen2_57b,8,64,8,512,270,4.05,100,1500,493.707,15900,no,"timeouts present: 15900, loss not measured",clean,cliff.csv,island model: analytic scale-up + port-capped non-blocking scale-out (MixNet S7.1 substrate),,
cliff,island,nvl64,,,llamaMoE,2,16,8,128,540,4.05,100,1500,83.499,0,yes,relay-clean and zero timeouts,shared_logdir,cliff.csv,island model: analytic scale-up + port-capped non-blocking scale-out (MixNet S7.1 substrate),,
cliff,island,nvl64,,,llamaMoE,2,32,8,256,540,4.05,100,1500,64.139,0,yes,relay-clean and zero timeouts,clean,cliff.csv,island model: analytic scale-up + port-capped non-blocking scale-out (MixNet S7.1 substrate),,
cliff,island,nvl64,,,qwen2_57b,8,64,8,512,540,4.05,100,1500,88.378,0,yes,relay-clean and zero timeouts,clean,cliff.csv,island model: analytic scale-up + port-capped non-blocking scale-out (MixNet S7.1 substrate),,
cliff,pkt,hgx8_pkt,,h16,llamaMoE,,16,,128,1224,16.32,,,145.497,0,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h16,llamaMoE,,16,,128,2448,32.64,,,145.497,0,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h16,llamaMoE,,16,,128,4896,65.28,,,145.497,0,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h16,llamaMoE,,16,,128,612,8.16,,,145.497,0,yes,first zero-timeout rung (post-fix binary),,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h16,llamaMoE,,16,,128,9792,130.56,,,145.497,0,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h16,llamaMoE,,16,,128,306,4.08,,,149.041,79,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,,llamaMoE,2,16,8,128,1224,16.3,100,1500,145.497,0,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,cliff_pkt.csv,packet-level NVSwitch; stripe=ecmp (mode 1); island OFF,,
cliff,pkt,hgx8_pkt,,h32,llamaMoE,,32,,256,1224,16.32,,,164.522,105,yes,"first rung with zero measured drops; 105 spurious timeouts (buffer-invariant, validated counter)",,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h32,llamaMoE,,32,,256,2448,32.64,,,164.522,105,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h32,llamaMoE,,32,,256,4896,65.28,,,164.522,105,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h32,llamaMoE,,32,,256,612,8.16,,,164.522,105,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h32,llamaMoE,,32,,256,9792,130.56,,,164.522,105,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,,llamaMoE,,32,,256,1224,15.6237,100,1500,164.522,105,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,hgx8_pkt,,,llamaMoE,,32,,256,2448,31.2474,100,1500,164.522,105,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,hgx8_pkt,,,llamaMoE,,32,,256,4896,62.4947,100,1500,164.522,105,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,hgx8_pkt,,h32,llamaMoE,,32,,256,306,4.08,,,541.653,224,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,,llamaMoE,2,32,8,256,1224,16.3,100,1500,164.522,105,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,cliff_pkt.csv,packet-level NVSwitch; stripe=ecmp (mode 1); island OFF,,
cliff,pkt,hgx8_pkt,,h64,qwenMoE,,64,,512,1224,16.32,,,144.519,2192,yes,"first rung with zero measured drops; 2192 spurious timeouts (buffer-invariant, validated counter)",,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h64,qwenMoE,,64,,512,2448,32.64,,,144.519,2192,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h64,qwenMoE,,64,,512,4896,65.28,,,144.519,2192,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h64,qwenMoE,,64,,512,612,8.16,,,144.519,2192,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,h64,qwenMoE,,64,,512,9792,130.56,,,144.519,2192,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,,qwenMoE,,64,,512,1224,15.6237,100,1500,144.519,2192,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,hgx8_pkt,,,qwenMoE,,64,,512,2448,31.2474,100,1500,144.519,2192,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,hgx8_pkt,,,qwenMoE,,64,,512,4896,62.4947,100,1500,144.519,2192,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,hgx8_pkt,,h64,qwenMoE,,64,,512,306,4.08,,,185.613,9098,no,not the first qualifying rung of this walk,,cliff_postfix.csv,post-fix rung; one job per rung,yes,collector
cliff,pkt,hgx8_pkt,,,qwenMoE,4,64,8,512,1224,16.3,100,1500,144.519,2192,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),shared_logdir,cliff_pkt.csv,,,
cliff,pkt,hgx8_pkt,,,arctic,2,128,8,1024,1224,15.6237,100,1500,365.733,138883,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),clean,cliff_pkt_ep128.csv,packet-level NVSwitch; stripe=ecmp; island OFF,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,16,,,1088,31.2474,,,130.295,0,yes,relay-clean and zero timeouts,clean,nvl64_ksweep_hi.csv,,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,16,,,544,15.6237,,,130.797,0,yes,relay-clean and zero timeouts,shared_logdir,nvl64_ksweep_hi.csv,,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,16,,,136,3.90592,,,147.051,1227,no,"timeouts present: 1227, loss not measured",shared_logdir,nvl64_ksweep.csv,,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,16,,,136,3.90592,,,147.051,1227,no,"timeouts present: 1227, loss not measured",shared_logdir,nvl64_outlier.csv,outlier reproduction; FCT triple over payload flows only,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,16,,,68,1.95296,,,151.895,6423,no,"timeouts present: 6423, loss not measured",clean,nvl64_ksweep.csv,,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,16,,,272,7.81184,,,281.100,166,no,"timeouts present: 166, loss not measured",shared_logdir,nvl64_ksweep.csv,,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,16,,,272,7.81184,,,281.100,166,no,"timeouts present: 166, loss not measured",shared_logdir,nvl64_outlier.csv,outlier reproduction; FCT triple over payload flows only,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,4,128,544,16.5,100,1500,102.907,2,no,"timeouts present: 2, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,4,128,1088,33.0,100,1500,103.935,0,yes,relay-clean and zero timeouts,shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,4,128,136,4.1,100,1500,127.358,1174,no,"timeouts present: 1174, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,4,128,272,8.2,100,1500,128.077,214,no,"timeouts present: 214, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,8,128,544,16.5,100,1500,130.797,0,yes,relay-clean and zero timeouts,shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,8,128,136,4.1,100,1500,147.051,1227,no,"timeouts present: 1227, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,8,128,272,8.2,100,1500,281.100,166,no,"timeouts present: 166, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,16,128,544,16.5,100,1500,184.693,2,no,"timeouts present: 2, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,16,128,136,4.1,100,1500,184.705,1237,no,"timeouts present: 1237, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,16,128,1088,33.0,100,1500,186.384,0,yes,relay-clean and zero timeouts,shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,16,128,272,8.2,100,1500,236.723,192,no,"timeouts present: 192, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,32,128,544,16.5,100,1500,297.321,0,yes,relay-clean and zero timeouts,shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,32,128,272,8.2,100,1500,381.269,193,no,"timeouts present: 193, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
mb,pkt,nvl64_pkt,,,llamaMoE,,16,32,128,136,4.1,100,1500,384.251,1266,no,"timeouts present: 1266, loss not measured",shared_logdir,mb_sweep.csv,vanishing-timeout rule; quoted=yes is the shallowest zero-RTO buffer,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,32,,256,1088,31.2474,100,1500,119.397,0,yes,relay-clean and zero timeouts,shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,nvl64_pkt,,,llamaMoE,,32,,256,544,15.6237,100,1500,159.948,73,no,"timeouts present: 73, loss not measured",clean,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,nvl64_pkt,,,llamaMoE,2,32,8,256,544,15.6237,100,1500,159.948,73,no,"timeouts present: 73, loss not measured",clean,cliff_pkt.csv,packet-level NVSwitch; stripe=ecmp (mode 1); island OFF,,
cliff,pkt,nvl64_pkt,,,qwenMoE,,64,,512,1088,31.2474,100,1500,81.272,13,no,"timeouts present: 13, loss not measured",shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,nvl64_pkt,,,qwenMoE,,64,,512,2176,62.4947,100,1500,82.502,0,yes,relay-clean and zero timeouts,shared_logdir,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,nvl64_pkt,,,qwenMoE,,64,,512,544,15.6237,100,1500,86.163,7237,no,"timeouts present: 7237, loss not measured",clean,pkt_vanishing_timeout.csv,incumbent vanishing-timeout sweep; quoted=yes is its shallowest zero-timeout buffer,,
cliff,pkt,nvl64_pkt,,,qwenMoE,4,64,8,512,544,15.6237,100,1500,86.163,7237,no,"timeouts present: 7237, loss not measured",clean,cliff_pkt.csv,packet-level NVSwitch; stripe=ecmp (mode 1); island OFF,,
cliff,pkt,nvl64_pkt,,,arctic,2,128,8,1024,2176,62.4947,100,1500,247.218,0,yes,relay-clean and zero timeouts,shared_logdir,cliff_pkt_ep128.csv,EP=128 vanishing-timeout walk; FCT columns blank -- the walk's cells shared one output directory and the hgx8 sweep overwrote it before this cell could be read,,
cliff,pkt,nvl64_pkt,,,arctic,2,128,8,1024,1088,31.2474,100,1500,248.820,25,no,"timeouts present: 25, loss not measured",shared_logdir,cliff_pkt_ep128.csv,EP=128 vanishing-timeout walk; FCT columns blank -- the walk's cells shared one output directory and the hgx8 sweep overwrote it before this cell could be read,,
cliff,pkt,nvl64_pkt,,,arctic,2,128,8,1024,544,15.6237,100,1500,331.611,17152,no,"timeouts present: 17152, loss not measured",clean,cliff_pkt_ep128.csv,packet-level NVSwitch; stripe=ecmp; island OFF,,
cliff,pkt,nvl64_pkt_s1,,,llamaMoE,2,16,8,128,2400,4.00,100,1500,88.842,0,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,llamaMoE,2,16,8,128,1200,2.00,100,1500,203.224,3284,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,llamaMoE,2,32,8,256,4800,8.00,100,1500,69.364,0,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,llamaMoE,2,32,8,256,1200,2.00,100,1500,100.347,40871,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,llamaMoE,2,32,8,256,2400,4.00,100,1500,125.896,14737,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,qwenMoE,4,64,8,512,9600,16.00,100,1500,29.327,0,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,qwenMoE,4,64,8,512,2400,4.00,100,1500,47.578,165926,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,qwenMoE,4,64,8,512,1200,2.00,100,1500,49.459,218699,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
cliff,pkt,nvl64_pkt_s1,,,qwenMoE,4,64,8,512,4800,8.00,100,1500,55.177,61751,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,cliff_pkt_stripe.csv,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,,
