paper_ref,system,cabling,ep,nodes,mb,q,relayed_pairs,completed,makespan_ms,rtos,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,wall_s,status,note,link_rate_fixed,binary_sha,model_name,family,q_over_bdp,drops,quotable,quotable_why,walk,quoted_by,fct_logdir,fct_status,,domain,switches,link_gbps,nic_bw,q_nvs,q_nic,source
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,4267,1,COMPLETE,309.085,0,115200,66816,0.1963,0.0209,1.8421,4.7490,838,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=1; tp=4; ep=8,yes,41de4ad,,glass,16.00,0,no,not the first qualifying rung of this walk,mix2on,collector,./logs/rung_12937291_1751470_1788830697536726714,clean,,,,,,,,mix2on_q4267.csv
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,533,1,COMPLETE,300.853,0,115200,66816,0.1939,0.0208,1.8265,3.9491,841,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=1; tp=4; ep=8,yes,41de4ad,,glass,2.00,40328,no,not the first qualifying rung of this walk,mix2on,collector,./logs/rung_12937288_740515_1788830696030587553,clean,,,,,,,,mix2on_q533.csv
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,1066,1,COMPLETE,231.752,2997,115200,66816,0.1191,0.0112,1.4548,12.8393,457,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=0,yes,d1c3da2,,glass,4.00,688395,no,not the first qualifying rung of this walk,mixoff,collector,./logs/rung_12933804_2687888_1788826098402433311,clean,,,,,,,,mixoff_q1066.csv
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,2133,1,COMPLETE,240.332,1579,115200,66816,0.1184,0.0112,1.3005,18.7713,426,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=0,yes,d1c3da2,,glass,8.00,508172,no,not the first qualifying rung of this walk,mixoff,collector,./logs/rung_12933805_483916_1788826098470643962,clean,,,,,,,,mixoff_q2133.csv
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,533,1,COMPLETE,235.751,4486,115200,66816,0.1270,0.0112,1.5071,21.0088,436,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=0,yes,d1c3da2,,glass,2.00,769417,no,not the first qualifying rung of this walk,mixoff,collector,./logs/rung_12933803_125918_1788826098472954389,clean,,,,,,,,mixoff_q533.csv
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,1066,1,COMPLETE,231.752,2997,115200,66816,0.1191,0.0112,1.4548,12.8393,432,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=1,yes,d1c3da2,,glass,4.00,688395,no,not the first qualifying rung of this walk,mixon,collector,./logs/rung_12933800_1238925_1788826098421091124,clean,,,,,,,,mixon_q1066.csv
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,2133,1,COMPLETE,240.332,1579,115200,66816,0.1184,0.0112,1.3005,18.7713,415,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=1,yes,d1c3da2,,glass,8.00,508172,no,not the first qualifying rung of this walk,mixon,collector,./logs/rung_12933802_3501350_1788826098564048977,clean,,,,,,,,mixon_q2133.csv
cliff,glassfb,mix_dp2tp4pp4ep8.txt,8,256,8,533,1,COMPLETE,235.751,4486,115200,66816,0.1270,0.0112,1.5071,21.0088,440,blocked,post-fix rung (glass); dim_a2a=1; portmap=mix_dp2tp4pp4ep8.txt; hier=0; port_bw=400; ep_place=1,yes,d1c3da2,,glass,2.00,769417,no,not the first qualifying rung of this walk,mixon,collector,./logs/rung_12933799_1084033_1788826098439585628,clean,,,,,,,,mixon_q533.csv
cliff,nvl64_pkt,,128,1024,,,,,247.218,0,4757504,3671040,0.0672,0.0013,1.0670,11.6848,8918,sweep,post-fix rung; one job per rung,yes,8561dca,arctic,,,0,yes,first zero-timeout rung (post-fix binary),n128,collector,./logs/rung_12908158_2706299_1788798105046048097,clean,,64,18,50,100,2176,540,n128_q2176.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,1064,0,COMPLETE,87.599,0,78592,57472,0.0378,0.0008,0.4403,3.1620,257,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep16_0_8_4.txt; hier=0; port_bw=400; ep_place=0,yes,75b13ac,llamaMoE,glass,3.99,0,no,not the first qualifying rung of this walk,npl16,collector,./logs/rung_12925129_495695_1788816608757720477,clean,,,,,,,,npl16_q1064.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,266,0,COMPLETE,88.198,22,78592,57472,0.0378,0.0008,0.4501,3.1223,267,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep16_0_8_4.txt; hier=0; port_bw=400; ep_place=0,yes,75b13ac,llamaMoE,glass,1.00,111321,no,not the first qualifying rung of this walk,npl16,collector,./logs/rung_12925114_3648604_1788816577319818521,clean,,,,,,,,npl16_q266.csv
cliff,glassfb,ep16_0_8_4.txt,16,128,8,532,0,COMPLETE,87.613,0,78592,57472,0.0378,0.0008,0.4403,3.1337,259,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep16_0_8_4.txt; hier=0; port_bw=400; ep_place=0,yes,75b13ac,llamaMoE,glass,2.00,1987,no,not the first qualifying rung of this walk,npl16,collector,./logs/rung_12925116_495637_1788816577290347272,clean,,,,,,,,npl16_q532.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1066,0,COMPLETE,81.360,360,304640,229632,0.0515,0.0008,0.5909,5.9830,931,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=400; ep_place=0,yes,75b13ac,llamaMoE,glass,4.00,729483,no,not the first qualifying rung of this walk,npl32,collector,./logs/rung_12925139_3285655_1788816608983350180,clean,,,,,,,,npl32_q1066.csv
cliff,glassfb,ep32_gt.txt,32,256,8,2133,0,COMPLETE,77.918,0,304640,229632,0.0513,0.0008,0.5671,5.9920,862,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=400; ep_place=0,yes,75b13ac,llamaMoE,glass,8.00,147,no,not the first qualifying rung of this walk,npl32,collector,./logs/rung_12925141_3792866_1788816608829703417,clean,,,,,,,,npl32_q2133.csv
cliff,glassfb,ep32_gt.txt,32,256,8,4267,0,COMPLETE,77.957,0,304640,229632,0.0513,0.0008,0.5658,5.9888,928,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0; port_bw=400; ep_place=0,yes,75b13ac,llamaMoE,glass,16.00,0,no,not the first qualifying rung of this walk,npl32,collector,./logs/rung_12925142_2340614_1788816608736786498,clean,,,,,,,,npl32_q4267.csv
cliff,nvl64_pkt_s1,,128,1024,,,,,298.660,443656,4757504,3671040,0.6326,0.0010,18.1498,54.6837,5755,sweep,post-fix rung; one job per rung,yes,1b1cc47,arctic,pkt,2.00,44813539,no,not the first qualifying rung of this walk,s1_128,collector,,,,64,1,900,100,1200,540,s1_128_q1200.csv
cliff,nvl64_pkt_s1,,128,1024,,,,,240.730,0,4757504,3671040,0.0537,0.0010,0.9019,9.4588,8296,sweep,post-fix rung; one job per rung,yes,1b1cc47,arctic,pkt,32.00,0,no,not the first qualifying rung of this walk,s1_128,collector,,,,64,1,900,100,19200,540,s1_128_q19200.csv
cliff,nvl64_pkt_s1,,128,1024,,,,,316.342,344205,4757504,3671040,0.5432,0.0010,18.1934,57.6881,6683,sweep,post-fix rung; one job per rung,yes,1b1cc47,arctic,pkt,4.00,36058017,no,not the first qualifying rung of this walk,s1_128,collector,,,,64,1,900,100,2400,540,s1_128_q2400.csv
cliff,nvl64_pkt_s1,,128,1024,,,,,306.969,100623,4757504,3671040,0.1824,0.0010,3.0452,41.7032,7653,sweep,post-fix rung; one job per rung,yes,1b1cc47,arctic,pkt,8.00,9779648,no,not the first qualifying rung of this walk,s1_128,collector,,,,64,1,900,100,4800,540,s1_128_q4800.csv
cliff,nvl64_pkt_s1,,128,1024,,,,,371.350,585148,4757504,3671040,0.5498,0.0010,12.2649,75.6892,6368,sweep,post-fix rung; one job per rung,yes,1b1cc47,arctic,pkt,1.00,47873775,no,not the first qualifying rung of this walk,s1_128,collector,,,,64,1,900,100,600,540,s1_128_q600.csv
cliff,nvl64_pkt_s1,,128,1024,,,,,240.730,0,4757504,3671040,0.0537,0.0010,0.9019,9.4588,6612,sweep,post-fix rung; one job per rung,yes,1b1cc47,arctic,pkt,16.00,0,yes,first zero-timeout rung (post-fix binary),s1_128,collector,,,,64,1,900,100,9600,540,s1_128_q9600.csv
cliff,nvl64_pkt_s1,,16,128,,,,,190.241,3239,78592,57472,0.3006,0.0010,7.1360,51.3560,213,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,2.00,308045,no,not the first qualifying rung of this walk,s1_16,collector,,,,64,1,900,100,1200,540,s1_16_q1200.csv
cliff,nvl64_pkt_s1,,16,128,,,,,89.411,0,78592,57472,0.0347,0.0010,0.5447,1.3597,230,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,32.00,0,no,not the first qualifying rung of this walk,s1_16,collector,,,,64,1,900,100,19200,540,s1_16_q19200.csv
cliff,nvl64_pkt_s1,,16,128,,,,,89.430,0,78592,57472,0.0348,0.0010,0.5456,1.3597,258,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,4.00,0,yes,first zero-timeout rung (post-fix binary),s1_16,collector,,,,64,1,900,100,2400,540,s1_16_q2400.csv
cliff,nvl64_pkt_s1,,16,128,,,,,89.411,0,78592,57472,0.0347,0.0010,0.5447,1.3597,263,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,8.00,0,no,not the first qualifying rung of this walk,s1_16,collector,,,,64,1,900,100,4800,540,s1_16_q4800.csv
cliff,nvl64_pkt_s1,,16,128,,,,,148.020,9488,78592,57472,0.6229,0.0010,15.8863,22.7490,212,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,1.00,1046753,no,not the first qualifying rung of this walk,s1_16,collector,,,,64,1,900,100,600,540,s1_16_q600.csv
cliff,nvl64_pkt_s1,,16,128,,,,,89.411,0,78592,57472,0.0347,0.0010,0.5447,1.3597,260,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,16.00,0,no,not the first qualifying rung of this walk,s1_16,collector,,,,64,1,900,100,9600,540,s1_16_q9600.csv
cliff,nvl64_pkt_s1,,32,256,,,,,96.348,40884,304640,229632,0.2987,0.0010,3.6522,12.5222,514,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,2.00,4698612,no,not the first qualifying rung of this walk,s1_32,collector,,,,64,1,900,100,1200,540,s1_32_q1200.csv
cliff,nvl64_pkt_s1,,32,256,,,,,69.989,0,304640,229632,0.0263,0.0010,0.3431,1.3597,700,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,32.00,0,no,not the first qualifying rung of this walk,s1_32,collector,,,,64,1,900,100,19200,540,s1_32_q19200.csv
cliff,nvl64_pkt_s1,,32,256,,,,,162.810,14654,304640,229632,0.3088,0.0010,5.4979,30.0330,478,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,4.00,1426043,no,not the first qualifying rung of this walk,s1_32,collector,,,,64,1,900,100,2400,540,s1_32_q2400.csv
cliff,nvl64_pkt_s1,,32,256,,,,,69.989,0,304640,229632,0.0263,0.0010,0.3412,1.3597,578,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,8.00,0,yes,first zero-timeout rung (post-fix binary),s1_32,collector,,,,64,1,900,100,4800,540,s1_32_q4800.csv
cliff,nvl64_pkt_s1,,32,256,,,,,103.579,54709,304640,229632,0.4116,0.0010,4.5672,12.7609,523,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,1.00,5797460,no,not the first qualifying rung of this walk,s1_32,collector,,,,64,1,900,100,600,540,s1_32_q600.csv
cliff,nvl64_pkt_s1,,32,256,,,,,69.989,0,304640,229632,0.0263,0.0010,0.3431,1.3597,608,sweep,post-fix rung; one job per rung,yes,9ac4f76,llamaMoE,pkt,16.00,0,no,not the first qualifying rung of this walk,s1_32,collector,,,,64,1,900,100,9600,540,s1_32_q9600.csv
cliff,nvl64_pkt_s1,,64,512,,,,,47.202,219258,1199104,918016,0.1977,0.0010,2.4148,10.9935,1435,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,pkt,2.00,23900483,no,not the first qualifying rung of this walk,s1_64,collector,,,,64,1,900,100,1200,540,s1_64_q1200.csv
cliff,nvl64_pkt_s1,,64,512,,,,,29.904,0,1199104,918016,0.0174,0.0010,0.2151,0.9803,1469,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,pkt,32.00,0,no,not the first qualifying rung of this walk,s1_64,collector,,,,64,1,900,100,19200,540,s1_64_q19200.csv
cliff,nvl64_pkt_s1,,64,512,,,,,58.532,164150,1199104,918016,0.2325,0.0010,2.6927,15.4362,1304,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,pkt,4.00,19955228,no,not the first qualifying rung of this walk,s1_64,collector,,,,64,1,900,100,2400,540,s1_64_q2400.csv
cliff,nvl64_pkt_s1,,64,512,,,,,70.616,62129,1199104,918016,0.1212,0.0010,2.3128,18.5718,1375,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,pkt,8.00,6240338,no,not the first qualifying rung of this walk,s1_64,collector,,,,64,1,900,100,4800,540,s1_64_q4800.csv
cliff,nvl64_pkt_s1,,64,512,,,,,60.197,291332,1199104,918016,0.3832,0.0010,3.7124,6.0207,1204,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,pkt,1.00,25260410,no,not the first qualifying rung of this walk,s1_64,collector,,,,64,1,900,100,600,540,s1_64_q600.csv
cliff,nvl64_pkt_s1,,64,512,,,,,29.904,0,1199104,918016,0.0174,0.0010,0.2173,0.9752,1282,sweep,post-fix rung; one job per rung,yes,9ac4f76,qwenMoE,pkt,16.00,0,yes,first zero-timeout rung (post-fix binary),s1_64,collector,,,,64,1,900,100,9600,540,s1_64_q9600.csv
cliff,nvl64_pkt_s1,,16,128,16,,,,166.169,3331,78592,57472,0.2080,0.0010,5.7402,39.8914,409,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,2.00,308543,no,not the first qualifying rung of this walk,s1m16,collector,,,,64,1,900,100,1200,540,s1m16_q1200.csv
cliff,nvl64_pkt_s1,,16,128,16,,,,95.062,0,78592,57472,0.0672,0.0010,1.0832,2.7018,512,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,32.00,0,no,not the first qualifying rung of this walk,s1m16,collector,,,,64,1,900,100,19200,540,s1m16_q19200.csv
cliff,nvl64_pkt_s1,,16,128,16,,,,95.115,0,78592,57472,0.0674,0.0010,1.0723,2.7018,489,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,4.00,0,yes,first zero-timeout rung (post-fix binary),s1m16,collector,,,,64,1,900,100,2400,540,s1m16_q2400.csv
cliff,nvl64_pkt_s1,,16,128,16,,,,95.062,0,78592,57472,0.0672,0.0010,1.0832,2.7018,479,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,8.00,0,no,not the first qualifying rung of this walk,s1m16,collector,,,,64,1,900,100,4800,540,s1m16_q4800.csv
cliff,nvl64_pkt_s1,,16,128,16,,,,123.083,9502,78592,57472,0.3381,0.0010,7.3946,9.9450,395,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,1.00,1058296,no,not the first qualifying rung of this walk,s1m16,collector,,,,64,1,900,100,600,540,s1m16_q600.csv
cliff,nvl64_pkt_s1,,16,128,16,,,,95.062,0,78592,57472,0.0672,0.0010,1.0832,2.7018,513,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,16.00,0,no,not the first qualifying rung of this walk,s1m16,collector,,,,64,1,900,100,9600,540,s1m16_q9600.csv
cliff,nvl64_pkt_s1,,16,128,32,,,,176.064,3240,78592,57472,0.2884,0.0010,7.1989,55.3610,848,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,2.00,309097,no,not the first qualifying rung of this walk,s1m32,collector,,,,64,1,900,100,1200,540,s1m32_q1200.csv
cliff,nvl64_pkt_s1,,16,128,32,,,,109.443,0,78592,57472,0.1327,0.0010,1.8349,5.3862,908,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,32.00,0,no,not the first qualifying rung of this walk,s1m32,collector,,,,64,1,900,100,19200,540,s1m32_q19200.csv
cliff,nvl64_pkt_s1,,16,128,32,,,,111.027,0,78592,57472,0.1328,0.0010,1.8589,5.3862,994,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,4.00,0,yes,first zero-timeout rung (post-fix binary),s1m32,collector,,,,64,1,900,100,2400,540,s1m32_q2400.csv
cliff,nvl64_pkt_s1,,16,128,32,,,,110.190,0,78592,57472,0.1328,0.0010,1.8305,5.3862,1015,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,8.00,0,no,not the first qualifying rung of this walk,s1m32,collector,,,,64,1,900,100,4800,540,s1m32_q4800.csv
cliff,nvl64_pkt_s1,,16,128,32,,,,138.170,9392,78592,57472,0.3451,0.0010,7.4981,16.9114,848,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,1.00,1052468,no,not the first qualifying rung of this walk,s1m32,collector,,,,64,1,900,100,600,540,s1m32_q600.csv
cliff,nvl64_pkt_s1,,16,128,32,,,,109.443,0,78592,57472,0.1327,0.0010,1.8349,5.3862,907,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,16.00,0,no,not the first qualifying rung of this walk,s1m32,collector,,,,64,1,900,100,9600,540,s1m32_q9600.csv
cliff,nvl64_pkt_s1,,16,128,4,,,,211.051,3264,78592,57472,0.3062,0.0010,7.6071,51.3595,106,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,2.00,307886,no,not the first qualifying rung of this walk,s1m4,collector,,,,64,1,900,100,1200,540,s1m4_q1200.csv
cliff,nvl64_pkt_s1,,16,128,4,,,,86.413,0,78592,57472,0.0188,0.0010,0.2741,0.6886,121,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,32.00,0,no,not the first qualifying rung of this walk,s1m4,collector,,,,64,1,900,100,19200,540,s1m4_q19200.csv
cliff,nvl64_pkt_s1,,16,128,4,,,,86.435,0,78592,57472,0.0188,0.0010,0.2741,0.6886,126,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,4.00,0,yes,first zero-timeout rung (post-fix binary),s1m4,collector,,,,64,1,900,100,2400,540,s1m4_q2400.csv
cliff,nvl64_pkt_s1,,16,128,4,,,,86.413,0,78592,57472,0.0188,0.0010,0.2741,0.6886,135,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,8.00,0,no,not the first qualifying rung of this walk,s1m4,collector,,,,64,1,900,100,4800,540,s1m4_q4800.csv
cliff,nvl64_pkt_s1,,16,128,4,,,,148.007,9489,78592,57472,0.6309,0.0010,13.7617,19.7024,105,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,1.00,1054613,no,not the first qualifying rung of this walk,s1m4,collector,,,,64,1,900,100,600,540,s1m4_q600.csv
cliff,nvl64_pkt_s1,,16,128,4,,,,86.413,0,78592,57472,0.0188,0.0010,0.2741,0.6886,136,sweep,post-fix rung; one job per rung,yes,1b1cc47,llamaMoE,pkt,16.00,0,no,not the first qualifying rung of this walk,s1m4,collector,,,,64,1,900,100,9600,540,s1m4_q9600.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1066,0,COMPLETE,78.374,296,304640,229632,0.0620,0.0008,0.5730,7.1596,803,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,4.00,698408,no,not the first qualifying rung of this walk,sk1p2,collector,,,,,,,,,,sk1p2_q1066.csv
cliff,glassfb,ep32_gt.txt,32,256,8,2133,0,COMPLETE,74.814,0,304640,229632,0.0633,0.0008,0.5649,6.6815,1051,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,8.00,4,yes,first zero-timeout rung (post-fix binary),sk1p2,collector,,,,,,,,,,sk1p2_q2133.csv
cliff,glassfb,ep32_gt.txt,32,256,8,266,0,COMPLETE,145.088,8701,304640,229632,0.1095,0.0008,1.7015,31.5519,856,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,1.00,2730015,no,not the first qualifying rung of this walk,sk1p2,collector,,,,,,,,,,sk1p2_q266.csv
cliff,glassfb,ep32_gt.txt,32,256,8,4267,0,COMPLETE,74.867,0,304640,229632,0.0633,0.0008,0.5633,6.6815,924,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,16.00,0,no,not the first qualifying rung of this walk,sk1p2,collector,,,,,,,,,,sk1p2_q4267.csv
cliff,glassfb,ep32_gt.txt,32,256,8,533,0,COMPLETE,99.445,2751,304640,229632,0.0719,0.0008,0.8388,14.7538,915,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,2.00,1687924,no,not the first qualifying rung of this walk,sk1p2,collector,,,,,,,,,,sk1p2_q533.csv
cliff,glassfb,ep32_gt.txt,32,256,8,8533,0,COMPLETE,74.867,0,304640,229632,0.0633,0.0008,0.5633,6.6815,921,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,32.00,0,no,not the first qualifying rung of this walk,sk1p2,collector,,,,,,,,,,sk1p2_q8533.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1066,0,COMPLETE,84.992,413,304640,229632,0.0452,0.0008,0.5860,5.9586,820,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,4.00,625896,no,not the first qualifying rung of this walk,sk2p0,collector,,,,,,,,,,sk2p0_q1066.csv
cliff,glassfb,ep32_gt.txt,32,256,8,2133,0,COMPLETE,81.419,0,304640,229632,0.0438,0.0008,0.5684,6.0024,831,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,8.00,0,yes,first zero-timeout rung (post-fix binary),sk2p0,collector,,,,,,,,,,sk2p0_q2133.csv
cliff,glassfb,ep32_gt.txt,32,256,8,266,0,COMPLETE,130.086,8191,304640,229632,0.0960,0.0008,1.6716,24.3653,815,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,1.00,2494898,no,not the first qualifying rung of this walk,sk2p0,collector,,,,,,,,,,sk2p0_q266.csv
cliff,glassfb,ep32_gt.txt,32,256,8,4267,0,COMPLETE,81.419,0,304640,229632,0.0438,0.0008,0.5684,6.0024,786,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,16.00,0,no,not the first qualifying rung of this walk,sk2p0,collector,,,,,,,,,,sk2p0_q4267.csv
cliff,glassfb,ep32_gt.txt,32,256,8,533,0,COMPLETE,88.951,2509,304640,229632,0.0549,0.0008,0.9238,15.9474,842,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,2.00,1571343,no,not the first qualifying rung of this walk,sk2p0,collector,,,,,,,,,,sk2p0_q533.csv
cliff,glassfb,ep32_gt.txt,32,256,8,8533,0,COMPLETE,81.419,0,304640,229632,0.0438,0.0008,0.5684,6.0024,824,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,32.00,0,no,not the first qualifying rung of this walk,sk2p0,collector,,,,,,,,,,sk2p0_q8533.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1064,0,COMPLETE,234.346,36447,304640,229632,0.5141,0.0008,10.2485,24.8645,733,sweep,post-fix rung (glass); dim_a2a=0; portmap=none1; hier=0,yes,1b1cc47,llamaMoE,glass,3.99,3184028,no,not the first qualifying rung of this walk,x2_mesh_dim0,collector,,,,,,,,,,x2_mesh_dim0.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1064,0,COMPLETE,224.940,35537,304640,229632,0.4825,0.0008,9.5857,23.8415,734,sweep,post-fix rung (glass); dim_a2a=1; portmap=none1; hier=0,yes,1b1cc47,llamaMoE,glass,3.99,3199112,no,not the first qualifying rung of this walk,x2_mesh_dim1,collector,,,,,,,,,,x2_mesh_dim1.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1064,0,COMPLETE,112.376,413,304640,229632,0.0517,0.0008,0.5955,15.8291,807,sweep,post-fix rung (glass); dim_a2a=0; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,3.99,717283,no,not the first qualifying rung of this walk,x2_port_dim0,collector,,,,,,,,,,x2_port_dim0.csv
cliff,glassfb,ep32_gt.txt,32,256,8,1064,0,COMPLETE,87.358,362,304640,229632,0.0514,0.0008,0.5820,6.6501,807,sweep,post-fix rung (glass); dim_a2a=1; portmap=ep32_gt.txt; hier=0,yes,1b1cc47,llamaMoE,glass,3.99,727947,no,not the first qualifying rung of this walk,x2_port_dim1,collector,,,,,,,,,,x2_port_dim1.csv
