paper_ref,model,workload_type,ep_source,model_name,topk,ep,mb,nodes,system,domain,switches,link_gbps,nvs_lat_ns,nic_bw,rtt_ns,q_nvs,q_over_bdp_4lat,q_nic,rto_min_us,mtu,makespan_ms,rtos,drops,flows_total,flows_payload,mean_fct_ms,p50_fct_ms,p99_fct_ms,max_fct_ms,banner_q_pkt,banner_ecn_k,wall_s,status,note,quotable,quotable_why,link_rate_fixed,quoted_by
cliff,pkt,training,flexflow_stripe_control,qwenMoE,4,64,8,512,nvl64_pkt_s1,64,1,900,250,100,2000,1200,2.00,540,100,1500,49.459,218699,23927853,1199104,918016,0.2431,0.0010,2.6694,3.9337,1148,600,1047,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,qwenMoE,4,64,8,512,nvl64_pkt_s1,64,1,900,250,100,2000,2400,4.00,540,100,1500,47.578,165926,19933125,1199104,918016,0.2022,0.0010,2.7073,4.5021,2297,1200,1179,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,qwenMoE,4,64,8,512,nvl64_pkt_s1,64,1,900,250,100,2000,4800,8.00,540,100,1500,55.177,61751,6309476,1199104,918016,0.1027,0.0010,2.3058,12.5866,4595,2400,1069,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,qwenMoE,4,64,8,512,nvl64_pkt_s1,64,1,900,250,100,2000,9600,16.00,540,100,1500,29.327,0,0,1199104,918016,0.0158,0.0010,0.1884,0.8422,9190,4800,1496,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,llamaMoE,2,32,8,256,nvl64_pkt_s1,64,1,900,250,100,2000,1200,2.00,540,100,1500,100.347,40871,4689581,304640,229632,0.3716,0.0010,5.0597,13.6508,1148,600,445,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,llamaMoE,2,32,8,256,nvl64_pkt_s1,64,1,900,250,100,2000,2400,4.00,540,100,1500,125.896,14737,1431014,304640,229632,0.2206,0.0010,5.1065,28.8601,2297,1200,458,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,llamaMoE,2,32,8,256,nvl64_pkt_s1,64,1,900,250,100,2000,4800,8.00,540,100,1500,69.364,0,0,304640,229632,0.0243,0.0010,0.3075,1.3597,4595,2400,588,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,llamaMoE,2,16,8,128,nvl64_pkt_s1,64,1,900,250,100,2000,1200,2.00,540,100,1500,203.224,3284,308763,78592,57472,0.2977,0.0010,7.4130,51.3556,1148,600,193,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
cliff,pkt,training,flexflow_stripe_control,llamaMoE,2,16,8,128,nvl64_pkt_s1,64,1,900,250,100,2000,2400,4.00,540,100,1500,88.842,0,0,78592,57472,0.0319,0.0010,0.4915,1.3597,2297,1200,219,sweep,striping control S=1 L=900; one 900 GB/s port per GPU; incast preserved; upper bound on striping,no,link-rate truncation: pre-fix binary (no link_rate_fixed=yes on this row),,
