paper_ref,variant,substrate,hcp,tcp_C,p_pic_W,p_gpu_W,tend_s,base_C,peak_C,delta_T_K,rise_10_90_s,tend_over_rise,n_points,status,note
thermal,glass_stack_h200k,glass,200000,60,43,700,0.05,60.631,86.794,26.163,0.033,1.52,56,truncated_integration,"idle->TDP step; tend_over_rise is TEND in units of this run's own measured 10-90 rise -- below 5 the peak is NOT the asymptote (the original TEND=0.05 s runs sat at ~1.1-1.5 and understated the rise by 10% at h=200k and 39% at h=70k)"
thermal,glass_stack_h200k_long,glass,200000,60,43,700,0.3,60.631,89.399,28.768,0.044,6.82,306,final,"idle->TDP step; tend_over_rise is TEND in units of this run's own measured 10-90 rise -- below 5 the peak is NOT the asymptote (the original TEND=0.05 s runs sat at ~1.1-1.5 and understated the rise by 10% at h=200k and 39% at h=70k)"
thermal,glass_stack_h70k,glass,70000,60,43,700,0.05,61.120,104.962,43.842,0.037,1.35,56,truncated_integration,"idle->TDP step; tend_over_rise is TEND in units of this run's own measured 10-90 rise -- below 5 the peak is NOT the asymptote (the original TEND=0.05 s runs sat at ~1.1-1.5 and understated the rise by 10% at h=200k and 39% at h=70k)"
thermal,glass_stack_h70k_long,glass,70000,60,43,700,0.3,61.120,122.036,60.916,0.083,3.61,306,truncated_integration,"idle->TDP step; tend_over_rise is TEND in units of this run's own measured 10-90 rise -- below 5 the peak is NOT the asymptote (the original TEND=0.05 s runs sat at ~1.1-1.5 and understated the rise by 10% at h=200k and 39% at h=70k)"
